Sr. No.,State,Branch Name,Client id,Center Name,Loan Id,Loan Amount,Net Deduct,Interest Collection,Pre Pay Amount,Net Amount,Date,Transaction date
7376,Gujarat,Dahod,4610636,DHARAMPURI FALIYU KATWARA,3610535,60000,4316,0,0,55684,12-07-2024,12-07-2024
7377,Jharkhand,Deoghar,4542957,Puwari Kothia,3607059,35000,3018,0,0,31982,12-07-2024,12-07-2024
7378,Jharkhand,Deoghar,4563168,Puwari Kothia,3593495,35000,3018,0,0,31982,12-07-2024,12-07-2024
7379,Jharkhand,Deoghar,4598057,Puwari Kothia,3606946,35000,3018,0,0,31982,12-07-2024,13-07-2024
7380,Jharkhand,Deoghar,4608832,baijukura m,3610402,35000,3018,0,0,31982,12-07-2024,13-07-2024
7381,Jharkhand,Deoghar,4609195,baijukura m,3610403,36000,3069,0,0,32931,12-07-2024,12-07-2024
7382,Jharkhand,Deoghar,4609302,baijukura m,3610404,45000,3537,0,0,41463,12-07-2024,13-07-2024
7383,Jharkhand,Deoghar,4609706,baijukura m,3610405,36000,1853,0,0,34147,12-07-2024,12-07-2024
7384,Jharkhand,Deoghar,4609867,baijukura m,3610406,35000,3018,0,0,31982,12-07-2024,13-07-2024
7385,Gujarat,Devgarhbaria,3077268,Rubaru Labadta Faliyu GG,3611169,85000,5785,0,28606,50609,12-07-2024,12-07-2024
7386,Gujarat,Devgarhbaria,4602488,Khilodi Vavadi Faliyu SS,3609782,60000,4316,0,0,55684,12-07-2024,12-07-2024
7387,Gujarat,Devgarhbaria,4606931,Vadbhet Juni Kotar Faliyu B,3609766,50000,3797,0,0,46203,12-07-2024,12-07-2024
7388,Gujarat,Devgarhbaria,4608506,Moti khajuria Bhathvadiya faliyu VM,3610377,60000,4316,0,0,55684,12-07-2024,12-07-2024
7389,Gujarat,Devgarhbaria,4608638,Moti khajuria Bhathvadiya faliyu VM,3610379,60000,4316,0,0,55684,12-07-2024,12-07-2024
7390,Gujarat,Devgarhbaria,4610317,Moti Khajuri Kaliya Faliyu SS,3610945,60000,4316,0,0,55684,12-07-2024,12-07-2024
7391,Uttar Pradesh,Dhampur,4608423,Mirzalipur H,3610327,40000,3278,0,0,36722,12-07-2024,12-07-2024
7392,Gujarat,Dhanpur,2843678,Mal Faliyu Rachhava AB,3611018,65000,4707,19,26534,33740,12-07-2024,12-07-2024
7393,Gujarat,Dhanpur,4504619,Vakhasiya Simada Faliyu B,3579481,60000,4316,0,0,55684,12-07-2024,13-07-2024
7394,Gujarat,Dhanpur,4516616,Mal Faliyu Rachhava,3579476,60000,4316,0,0,55684,12-07-2024,12-07-2024
7395,Gujarat,Dhanpur,4609088,Patel faliyu Liliyaamba ps,3610576,60000,4316,0,0,55684,12-07-2024,12-07-2024
7396,Haryana,Dharuhera,2850268,Banban,3611197,85000,5785,0,25955,53260,12-07-2024,12-07-2024
7397,Odisha,Dhenkanal,4608221,regedaa,3610275,40000,3278,0,0,36722,12-07-2024,12-07-2024
7398,Odisha,Dhenkanal,4608988,nadiali sab,3610269,36000,3069,0,0,32931,12-07-2024,12-07-2024
7399,Odisha,Dhenkanal,4609085,nadiali sab,3610270,40000,3278,0,0,36722,12-07-2024,12-07-2024
7400,Odisha,Dhenkanal,4609206,nadiali sab,3610271,40000,3278,0,0,36722,12-07-2024,12-07-2024
7401,Gujarat,Dholka,3054630,shiyal yy,3611168,85000,5785,569,31959,46687,12-07-2024,13-07-2024
7402,Gujarat,Dholka,4557119,Badarkha NN,3608558,60000,4316,0,0,55684,12-07-2024,12-07-2024
7403,Gujarat,Dhrangadhra,4581287,devpur sp,3598844,60000,4316,0,0,55684,12-07-2024,13-07-2024
7404,Gujarat,Dhrangadhra,4600061,BUTAVADA-B,3607119,60000,4316,0,0,55684,12-07-2024,12-07-2024
7405,Gujarat,Dhrangadhra,4607040,devpur sp,3609270,60000,4316,0,0,55684,12-07-2024,13-07-2024
7406,Rajasthan,Didwana,1781344,Sewadara RR,3611246,85000,5785,112,52636,26467,12-07-2024,13-07-2024
7407,Rajasthan,Didwana,1921628,Phirwasi BL B,3610115,75000,5245,16,3254,66485,12-07-2024,12-07-2024
7408,Rajasthan,Didwana,2553384,BHADALIYA PK,3611308,85000,5785,30,14060,65125,12-07-2024,12-07-2024
7409,Rajasthan,Falna,947084,Bhatund Village ABC,3610849,100000,3887,0,22112,74001,12-07-2024,12-07-2024
7410,Rajasthan,Falna,947094,Bhatund Village ABC,3610533,85000,5785,32,22112,57071,12-07-2024,12-07-2024
7411,Rajasthan,Falna,2346443,BEEJAPUR VILLGAE KB,3610638,100000,6594,9,12324,81073,12-07-2024,12-07-2024
7412,Rajasthan,Falna,3133565,kumharo ka vas sendla,3610096,75000,5245,569,30740,38446,12-07-2024,12-07-2024
7413,Uttar Pradesh,Fatehabad,4601000,Bas Bale,3610550,50000,3797,0,0,46203,12-07-2024,12-07-2024
7414,Uttar Pradesh,Fatehabad,4601017,Bas Bale,3610553,50000,3797,0,0,46203,12-07-2024,12-07-2024
7415,Uttar Pradesh,Fatehabad,4609729,Bas Bale,3610555,50000,2341,0,0,47659,12-07-2024,12-07-2024
7416,Gujarat,Fatepura,1005009,Dungri faliyu Simaliya Bm,3610024,100000,6594,43,29880,63483,12-07-2024,12-07-2024
7417,Gujarat,Fatepura,4388884,SANGADA FALIYU VATLI N,3609619,60000,4316,0,0,55684,12-07-2024,12-07-2024
7418,Gujarat,Fatepura,4606114,samidhas faliya simliya RP,3609601,60000,4316,0,0,55684,12-07-2024,13-07-2024
7419,Gujarat,Gadhada,2173910,dhasa sankarpra,3610382,85000,5785,5,7038,72172,12-07-2024,12-07-2024
7420,Gujarat,Gadhada,2426516,Dhasa BBB,3610170,75000,5245,280,14556,54919,12-07-2024,12-07-2024
7421,Gujarat,Gadhada,4600104,Nana Umarda H,3607445,50000,3797,0,0,46203,12-07-2024,12-07-2024
7422,Uttar Pradesh,Gajraula,3939997,somati Lakhmiya,3610227,50000,2341,0,0,47659,12-07-2024,12-07-2024
7423,Uttar Pradesh,Gajraula,4201220,somati Lakhmiya,3610226,50000,3797,0,0,46203,12-07-2024,12-07-2024
7424,Gujarat,Gandhidham2,4607248,SANGAD A,3609873,60000,4316,0,0,55684,12-07-2024,12-07-2024
7425,Gujarat,Gandhinagar,4602849,Thakorvas makakhad  manekpur SD,3608928,60000,4316,0,0,55684,12-07-2024,12-07-2024
7426,Haryana,Gharaunda,2335236,barsat sss,3609099,85000,5785,41,14413,64761,12-07-2024,12-07-2024
7427,Haryana,Gharaunda,4457637,Bhola colony A Gharaunda,3610952,50000,2341,0,0,47659,12-07-2024,12-07-2024
7428,Haryana,Gharaunda,4555760,Bhola colony A Gharaunda,3611007,50000,3797,0,0,46203,12-07-2024,12-07-2024
7429,Gujarat,Ghoghamba,777625,Navapura Farod A U 1,3611035,60000,4316,0,0,55684,12-07-2024,12-07-2024
7430,Gujarat,Ghoghamba,1545411,Ambakhakhar Faliyu Kantu,3610287,60000,4316,0,0,55684,12-07-2024,12-07-2024
7431,Gujarat,Ghoghamba,2915960,muvada bhikapura Holi chakla RR,3611210,85000,5785,110,25667,53438,12-07-2024,12-07-2024
7432,Gujarat,Ghoghamba,3069722,Malmahudi ap,3611331,85000,5785,741,35892,42582,12-07-2024,12-07-2024
7433,Gujarat,Ghoghamba,4576818,mulani kapadi,3597040,60000,4316,0,0,55684,12-07-2024,12-07-2024
7434,Jharkhand,Giridih,4466297,Bahadurpur F,3610272,45000,3537,0,0,41463,12-07-2024,12-07-2024
7435,Jharkhand,Giridih,4608233,Bahadurpur F,3610273,40000,3278,0,0,36722,12-07-2024,12-07-2024
7436,Jharkhand,Giridih,4608577,Bahadurpur F,3610274,35000,3018,0,0,31982,12-07-2024,12-07-2024
7437,Jharkhand,Giridih,4609303,Dhawatand A,3611164,40000,3278,0,0,36722,12-07-2024,12-07-2024
7438,Gujarat,Godhra,2002788,Relfaliyuparavdi S,3610462,100000,6594,99,6018,87289,12-07-2024,12-07-2024
7439,Gujarat,Godhra,3040394,patel faliyu  kundla,3611284,85000,5785,0,29170,50045,12-07-2024,12-07-2024
7440,Gujarat,Godhra,3040459,patel faliyu  kundla,3611276,85000,5785,0,29170,50045,12-07-2024,12-07-2024
7441,Gujarat,Godhra,4606136,Rati Dantardi Sampa SD,3609554,60000,4316,0,0,55684,12-07-2024,12-07-2024
7442,Haryana,Gohana,2848759,Kiloi Khas one,3609989,85000,5785,658,36953,41604,12-07-2024,12-07-2024
7443,Haryana,Gohana,3295523,Amit Khandrai TWO,3610977,85000,5785,166,33305,45744,12-07-2024,12-07-2024
7444,Rajasthan,GudaMalani,2442933,Megavalo ka vas Gudamalani PC,3605958,85000,5785,111,22303,56801,12-07-2024,12-07-2024
7445,Rajasthan,GudaMalani,4600170,tookiya lolawa for vk,3607392,50000,3797,0,0,46203,12-07-2024,12-07-2024
7446,Rajasthan,GudaMalani,4601214,Jingar mohalla Gudamalani A,3609478,50000,2341,0,0,47659,12-07-2024,12-07-2024
7447,Madhya Pradesh,GUNA,2690894,ganeshpura ty,3611154,85000,5785,42,19882,59291,12-07-2024,13-07-2024
7448,Madhya Pradesh,GUNA,2781143,Bajrangard Guna A,3611058,85000,3394,0,23252,58354,12-07-2024,13-07-2024
7449,Gujarat,Halol,2715953,Moti Shamaldevi,3611474,85000,5785,388,22697,56130,12-07-2024,13-07-2024
7450,Gujarat,Halol,3269362,Bakrol N K NAgri,3611037,85000,5785,658,36900,41657,12-07-2024,12-07-2024
7451,Gujarat,Halol,3275765,Bakrol N K NAgri,3611038,85000,3394,658,36900,44048,12-07-2024,12-07-2024
7452,Rajasthan,Hanumangarh,795934,33 MMK Ward 19,3610493,50000,3797,0,0,46203,12-07-2024,12-07-2024
7453,Madhya Pradesh,HOSHANGABAD,1136878,khdha sunasawri,3611086,100000,6594,174,34876,58356,12-07-2024,12-07-2024
7454,Madhya Pradesh,HOSHANGABAD,1428229,MURHA SCHOOL K PASS B,3605993,100000,6594,72,20126,73208,12-07-2024,13-07-2024
7455,Gujarat,Idar,1345807,VIRPUR cc main Road,3610330,85000,5785,1058,57132,21025,12-07-2024,12-07-2024
7456,Gujarat,Jamnagar,4592808,Radar Gate M,3610498,60000,4316,0,0,55684,12-07-2024,12-07-2024
7457,Madhya Pradesh,Jaora,3577296,aakya kala c,3610680,50000,3797,0,0,46203,12-07-2024,12-07-2024
7458,Madhya Pradesh,Jaora,4599569,BEHPUR A,3606866,60000,4316,0,0,55684,12-07-2024,12-07-2024
7459,Madhya Pradesh,Jaora,4603620,kharva khurd  CJ,3608021,50000,3797,0,0,46203,12-07-2024,12-07-2024
7460,Madhya Pradesh,Jaora,4608788,aakya kala c,3610681,50000,3797,0,0,46203,12-07-2024,12-07-2024
7461,Uttarakhand,Jhabrera,4482668,mahmoodpur three,3610813,40000,3278,0,0,36722,12-07-2024,12-07-2024
7462,Uttarakhand,Jhabrera,4521265,mahmoodpur three,3610584,50000,3797,0,0,46203,12-07-2024,12-07-2024
7463,Uttarakhand,Jhabrera,4537588,mahmoodpur three,3610585,40000,3278,0,0,36722,12-07-2024,13-07-2024
7464,Madhya Pradesh,Jhabua,2773419,Mindal Jhabua,3611069,85000,5785,0,23427,55788,12-07-2024,12-07-2024
7465,Rajasthan,Jhalawar,3266391,modiA,3611563,75000,5245,588,33021,36146,12-07-2024,13-07-2024
7466,Rajasthan,Jhalawar,4604973,lakshmipura Pk,3608755,50000,3797,0,0,46203,12-07-2024,13-07-2024
7467,Rajasthan,Jhunjhunu,1515122,Ladusar sp,3611493,100000,6594,150,35060,58196,12-07-2024,13-07-2024
7468,Rajasthan,Jhunjhunu,2674958,Ranasar Best,3611181,85000,5785,0,20066,59149,12-07-2024,12-07-2024
7469,Rajasthan,Jhunjhunu,2803271,Neharo ki dhani jk,3609988,85000,5785,49,23015,56151,12-07-2024,12-07-2024
7470,Rajasthan,Jhunjhunu,4591201,Bhatiwar hk,3609835,60000,4316,0,0,55684,12-07-2024,12-07-2024
7471,Haryana,JIND,4527558,manoharpur monika,3609380,40000,3278,0,0,36722,12-07-2024,12-07-2024
7472,Haryana,Jind 2,1229580,Baganwala a,3609909,100000,6594,46,21515,71845,12-07-2024,12-07-2024
7473,Haryana,Jind 2,2157418,SHAPUR JYOTI,3609403,100000,6594,6,8975,84425,12-07-2024,12-07-2024
7474,Madhya Pradesh,JIRAPUR,4386892,Agariya  N,3608616,60000,4316,0,0,55684,12-07-2024,12-07-2024
7475,Odisha,Kamakhyanagar,4219319,Jantaribol C,3608326,50000,3797,0,0,46203,12-07-2024,12-07-2024
7476,Odisha,Kamakhyanagar,4584312,Machhia A,3609501,50000,3797,0,0,46203,12-07-2024,12-07-2024
7477,Himachal Pradesh,Kangra,2529184,Hatwas,3611137,65000,4707,338,17561,42394,12-07-2024,12-07-2024
7478,Himachal Pradesh,Kangra,3221668,tika leshar,3610360,75000,5245,0,18733,51022,12-07-2024,12-07-2024
7479,Himachal Pradesh,Kangra,3328090,lohna,3606961,40000,3278,0,0,36722,12-07-2024,12-07-2024
7480,Gujarat,Kapadvanj,2777471,Dasalvada AB,3611449,85000,5785,434,25361,53420,12-07-2024,12-07-2024
7481,Gujarat,Kapadvanj,3030884,Laletra A,3610524,85000,5785,498,27967,50750,12-07-2024,12-07-2024
7482,Gujarat,Kapadvanj,4610078,Nana Rampura,3610347,60000,4316,0,0,55684,12-07-2024,12-07-2024
7483,Uttarakhand,Kashipur,4562092,peepli Nayak B,3610437,50000,3797,0,0,46203,12-07-2024,12-07-2024
7484,Uttarakhand,Kashipur,4600795,peepli Nayak B,3610438,40000,3278,0,0,36722,12-07-2024,12-07-2024
7485,Uttarakhand,Kashipur,4607069,Firojpur udmawala,3609594,50000,3797,0,0,46203,12-07-2024,12-07-2024
7486,Uttarakhand,Kashipur,4607379,Firojpur udmawala,3609595,50000,3797,0,0,46203,12-07-2024,12-07-2024
7487,Uttarakhand,Kashipur,4607906,Firojpur udmawala,3609597,36000,3069,0,0,32931,12-07-2024,12-07-2024
7488,Madhya Pradesh,Katni,2598411,khamtara Panna,3611395,85000,5785,74,20847,58294,12-07-2024,13-07-2024
7489,Madhya Pradesh,Katni,3035939,gram pahariya  jogiya mohas ke beech me,3610736,65000,4707,69,19373,40851,12-07-2024,12-07-2024
7490,Odisha,Keonjhar,4609469,parajanpur A,3610415,50000,3797,0,0,46203,12-07-2024,12-07-2024
7491,Uttar Pradesh,Khair,4605518,Sabalpur D,3609625,40000,3278,0,0,36722,12-07-2024,12-07-2024
7492,Uttar Pradesh,Khair,4605868,Sabalpur D,3609353,40000,3278,0,0,36722,12-07-2024,12-07-2024
7493,Uttar Pradesh,Khair,4606378,Sabalpur D,3609354,40000,3278,0,0,36722,12-07-2024,12-07-2024
7494,Gujarat,Khambhat,1288361,VADIA SIM B1,3609847,60000,4316,0,0,55684,12-07-2024,12-07-2024
7495,Rajasthan,Khatushyamji,2082799,Magapura Ab,3611220,85000,5785,36,50443,28736,12-07-2024,12-07-2024
7496,Rajasthan,Khatushyamji,2456177,gowati naimohalla,3609891,85000,5785,14,20183,59018,12-07-2024,12-07-2024
7497,Rajasthan,Kherli,1993535,kajod mohalla k,3610136,85000,5785,103,5814,73298,12-07-2024,12-07-2024
7498,Rajasthan,Kherli,2036500,salvaadi ABC,3611162,85000,5785,978,49030,29207,12-07-2024,12-07-2024
7499,Rajasthan,Kherli,2036592,salvaadi ABC,3611228,85000,5785,978,49030,29207,12-07-2024,12-07-2024
7500,Rajasthan,Kherli,2749083,Jatav mohalla Kalwari Alwar,3611040,85000,3394,84,23546,57976,12-07-2024,12-07-2024
7501,Odisha,Khordha,4605215,JHARAPADA,3609436,36000,3069,0,0,32931,12-07-2024,12-07-2024
7502,Odisha,Khordha,4605450,Kantabada,3609420,40000,3278,0,0,36722,12-07-2024,12-07-2024
7503,Uttar Pradesh,Kiraoli,4447680,Nagla koh jodhpur,3610154,50000,3797,0,0,46203,12-07-2024,12-07-2024
7504,Uttar Pradesh,Kiraoli,4450994,Nagla koh jodhpur,3610155,50000,3797,0,0,46203,12-07-2024,12-07-2024
7505,Uttar Pradesh,Kiraoli,4451787,Nagla koh jodhpur,3610152,50000,3797,0,0,46203,12-07-2024,12-07-2024
7506,Uttar Pradesh,Kiraoli,4603202,daulatabad B,3608728,40000,3278,0,0,36722,12-07-2024,12-07-2024
7507,Uttar Pradesh,Kiraoli,4608714,aganpura b,3610241,50000,3797,0,0,46203,12-07-2024,12-07-2024
7508,Uttar Pradesh,Kiraoli,4608802,aganpura b,3610242,50000,3797,0,0,46203,12-07-2024,12-07-2024
7509,Uttar Pradesh,Kiraoli,4609057,aganpura b,3610244,40000,3278,0,0,36722,12-07-2024,12-07-2024
7510,Uttar Pradesh,Kiraoli,4609203,aganpura b,3610239,50000,3797,0,0,46203,12-07-2024,12-07-2024
7511,Haryana,KOSLI,2911367,Karoli B M,3611304,85000,5785,540,29153,49522,12-07-2024,12-07-2024
7512,Haryana,KOSLI,4605371,LULA AHIR E,3611010,60000,4316,0,0,55684,12-07-2024,12-07-2024
7513,Haryana,KOSLI,4611978,bharmpurab,3611101,60000,4316,0,0,55684,12-07-2024,12-07-2024
7514,Rajasthan,Kota,888774,Kansua Panvati,3609917,100000,6594,766,39804,52836,12-07-2024,12-07-2024
7515,Rajasthan,Kota,959463,PREM NAGAR ANTIMA,3610010,60000,4316,0,0,55684,12-07-2024,12-07-2024
7516,Rajasthan,Kota,3458940,PREM NAGAR ANTIMA,3609916,60000,4316,0,0,55684,12-07-2024,12-07-2024
7517,Haryana,LADWA,1328906,KAJIWAS,3610398,50000,3797,0,0,46203,12-07-2024,13-07-2024
7518,Uttarakhand,Laksar,3899907,BALAWALI TWO,3609461,40000,3278,0,0,36722,12-07-2024,12-07-2024
7519,Uttarakhand,Laksar,4606809,BALAWALI TWO,3609462,40000,3278,0,0,36722,12-07-2024,12-07-2024
7520,Uttarakhand,Laksar,4606878,BALAWALI TWO,3609464,40000,3278,0,0,36722,12-07-2024,12-07-2024
7521,Gujarat,Limdi,2811671,Bhabhor faliyu vakol AB,3611207,85000,5785,57,26476,52682,12-07-2024,12-07-2024
7522,Gujarat,Limdi,2982528,Vakol Dangi Faliyu eeee,3611102,85000,5785,18,25725,53472,12-07-2024,12-07-2024
7523,Gujarat,Limdi,4608713,AMBA NAVIKHEDI FALIYU AB,3610947,60000,4316,0,0,55684,12-07-2024,12-07-2024
7524,Gujarat,Limdi,4609259,khutanakheda Parmar Faliyu PK,3610754,60000,4316,0,0,55684,12-07-2024,12-07-2024
7525,Gujarat,Limdi,4609387,khutanakheda Parmar Faliyu PK,3610755,60000,4316,0,0,55684,12-07-2024,12-07-2024
7526,Gujarat,Limdi2,1649968,Galaliyavav Bilval faliyu a,3611341,85000,5785,30,42710,36475,12-07-2024,12-07-2024
7527,Gujarat,Limdi2,2114753,tadagola vad faliya ns,3611091,85000,5785,0,4567,74648,12-07-2024,12-07-2024
7528,Gujarat,Limdi2,2252985,Zharibhujarg Mudiya Faliyu sj,3610178,85000,5785,282,15207,63726,12-07-2024,12-07-2024
7529,Gujarat,Limdi2,4281996,chanasar Dungar faliyu ss,3609590,60000,4316,0,0,55684,12-07-2024,12-07-2024
7530,Gujarat,Limdi2,4605111,Vakol Kharapani Faliyu RJ,3609057,60000,4316,0,0,55684,12-07-2024,12-07-2024
7531,Gujarat,Limdi2,4605151,Vakol Kharapani Faliyu RJ,3609058,60000,4316,0,0,55684,12-07-2024,12-07-2024
7532,Gujarat,Limdi2,4605329,Vakol Kharapani Faliyu RJ,3609055,60000,4316,0,0,55684,12-07-2024,12-07-2024
7533,Gujarat,Limkheda,195443,Mali Faliyu ninamani vav  TM,3610787,60000,4316,0,0,55684,12-07-2024,13-07-2024
7534,Gujarat,Limkheda,4608123,Patel failiyu pipaliya VB,3610773,60000,4316,0,0,55684,12-07-2024,12-07-2024
7535,Rajasthan,Losal,1119728,begpura N,3611138,85000,5785,62,21911,57242,12-07-2024,12-07-2024
7536,Rajasthan,Losal,1548575,Danta road Chitawa,3608284,85000,5785,65,30253,48897,12-07-2024,12-07-2024
7537,Rajasthan,Losal,2109101,Chelasi mk,3606446,85000,5785,31,8647,70537,12-07-2024,12-07-2024
7538,Gujarat,Lunawada,1507029,Vankar vas faliyu undra,3611081,85000,5785,987,49522,28706,12-07-2024,12-07-2024
7539,Gujarat,Lunawada,2286442,Tekrafaliyu Virniya,3611179,85000,5785,12,17176,62027,12-07-2024,12-07-2024
7540,Rajasthan,Mahwa,2060938,Khedla gadali,3611298,85000,5785,91,4408,74716,12-07-2024,12-07-2024
7541,Rajasthan,Mahwa,4219291,jatav basti sultanpura,3611096,60000,4316,0,0,55684,12-07-2024,13-07-2024
7542,Rajasthan,Mahwa,4359390,anchpura A,3610997,50000,3797,0,0,46203,12-07-2024,12-07-2024
7543,Rajasthan,Mahwa,4609040,sikandarpur Nahida ka pura a,3610463,50000,3797,0,0,46203,12-07-2024,12-07-2024
7544,Rajasthan,Mahwa,4609105,sikandarpur Nahida ka pura a,3610465,50000,3797,0,0,46203,12-07-2024,12-07-2024
7545,Rajasthan,Mahwa,4609174,sikandarpur Nahida ka pura a,3610464,50000,3797,0,0,46203,12-07-2024,12-07-2024
7546,Rajasthan,Mahwa,4610140,jatav basti sultanpura,3611098,50000,3797,0,0,46203,12-07-2024,12-07-2024
7547,Rajasthan,Malpura,4608614,new akhatari nt,3610054,60000,4316,0,0,55684,12-07-2024,12-07-2024
7548,Rajasthan,Mandalgarh,718010,khatwara rod,3609085,40000,3278,0,0,36722,12-07-2024,12-07-2024
7549,Rajasthan,Mandalgarh,3292146,kachhola nai basti,3609377,85000,5785,48,33846,45321,12-07-2024,12-07-2024
7550,Rajasthan,Mandalgarh,3570723,DOLPURA  HARKU DEVI,3608252,40000,3278,0,0,36722,12-07-2024,12-07-2024
7551,Rajasthan,Mandalgarh,4607045,KACHOLA BIL BASTI,3609378,40000,3278,0,0,36722,12-07-2024,12-07-2024
7552,Jharkhand,Mandar,4603409,keratoli,3610556,45000,3537,0,0,41463,12-07-2024,13-07-2024
7553,Madhya Pradesh,Mandla,3174764,Budhera jhurki,3610220,85000,5785,15,20984,58216,12-07-2024,13-07-2024
7554,Madhya Pradesh,Mandla,4558990,Gram jujhari school k pass,3591867,36000,3069,0,0,32931,12-07-2024,12-07-2024
7555,Madhya Pradesh,Mandsaur,2669915,gogharpuraA,3609955,85000,5785,57,20006,59152,12-07-2024,12-07-2024
7556,Madhya Pradesh,Mandsaur,3314680,KHAJURIA SARANG,3610162,85000,5785,24,33143,46048,12-07-2024,12-07-2024
7557,Gujarat,Maninagar,1839590,RANIPUR GAM  NAROl,3607481,100000,6594,161,7831,85414,12-07-2024,12-07-2024
7558,Gujarat,Maninagar,2244362,Thakor vas chamunda nagar odhav,3610045,100000,6594,9,12488,80909,12-07-2024,12-07-2024
7559,Gujarat,Maninagar,2661708,Ramdev Nagar A Hatkeswar,3609881,85000,5785,451,22581,56183,12-07-2024,12-07-2024
7560,Gujarat,Maninagar,3259151,vasudev dhanji ni chali,3610870,60000,4316,0,0,55684,12-07-2024,12-07-2024
7561,Gujarat,Maninagar,4594392,Ganesh chovk vinzol Gam Near vinobabhavenagar,3605323,60000,4316,0,0,55684,12-07-2024,12-07-2024
7562,Gujarat,Maninagar,4601961,HARIJI PARK VASTRAL,3609905,60000,4316,0,0,55684,12-07-2024,12-07-2024
7563,Gujarat,Maninagar,4604227,Ashok nagar society Gomatipur,3608715,60000,4316,0,0,55684,12-07-2024,12-07-2024
7564,Madhya Pradesh,Meghnagar,2925054,MOKHADA RATHOD FALIYA,3610471,85000,5785,499,29210,49506,12-07-2024,12-07-2024
7565,Gujarat,Mora,1531102,Sarasva Nishal Faliya MM,3611264,85000,5785,276,55345,23594,12-07-2024,12-07-2024
7566,Gujarat,Mora,1872054,GHATI DERI FALIYU BHATA MP,3611189,85000,5785,54,3162,75999,12-07-2024,12-07-2024
7567,Gujarat,Mora,2353068,Jadav Faliyu Metral JP,3605400,85000,5785,63,14725,64427,12-07-2024,12-07-2024
7568,Gujarat,Mora,2353103,Jadav Faliyu Metral JP,3611100,85000,5785,63,14725,64427,12-07-2024,12-07-2024
7569,Gujarat,Mora,4610259,Satkunda Talav Faliyu A,3610876,60000,4316,0,0,55684,12-07-2024,12-07-2024
7570,Gujarat,Mora,4610658,Damor faliyu  Doli,3610762,60000,4316,0,0,55684,12-07-2024,13-07-2024
7571,Gujarat,Morbi,2387462,Lainchnagar HP TWO,3610618,100000,6594,71,14223,79112,12-07-2024,12-07-2024
7572,Gujarat,Morbi,4605664,KUBERDHAR G,3609694,60000,4316,0,0,55684,12-07-2024,12-07-2024
7573,Gujarat,Morva,1533779,Malivad Faliyu Dhamanod,3610253,100000,6594,19,26440,66947,12-07-2024,12-07-2024
7574,Gujarat,Morva,1711839,Natapur Neropya faliyu,3609720,60000,4316,0,0,55684,12-07-2024,12-07-2024
7575,Gujarat,Morva,1951132,Patel Faliyu Rasulpur VG,3609692,60000,4316,0,0,55684,12-07-2024,12-07-2024
7576,Gujarat,Morva,4610679,Bamana faliyu Morva,3610482,50000,3797,0,0,46203,12-07-2024,12-07-2024
7577,Uttar Pradesh,Muzaffarnagar,4266098,jaroda sikha,3606724,50000,3797,0,0,46203,12-07-2024,12-07-2024
7578,Uttar Pradesh,Muzaffarnagar,4582845,Mandhera muzaffarnagar,3600226,50000,3797,0,0,46203,12-07-2024,12-07-2024
7579,Uttar Pradesh,Muzaffarnagar,4582876,Mandhera muzaffarnagar,3600220,50000,3797,0,0,46203,12-07-2024,12-07-2024
7580,Gujarat,Nadiad,2079860,Tundel ABCD,3609879,85000,5785,8,5373,73834,12-07-2024,12-07-2024
7581,Uttar Pradesh,Nagal,4476529,Subhari Mahrab b nagal,3607748,50000,3797,0,0,46203,12-07-2024,12-07-2024
7582,Uttar Pradesh,Nagal,4488564,Subhari Mahrab b nagal,3569367,50000,3797,0,0,46203,12-07-2024,12-07-2024
7583,Uttar Pradesh,Nagal,4490463,Subhari Mahrab b nagal,3610745,50000,3797,0,0,46203,12-07-2024,12-07-2024
7584,Uttar Pradesh,Najibabad,4597822,Shivani chougawa,3609123,40000,3278,0,0,36722,12-07-2024,12-07-2024
7585,Uttar Pradesh,Najibabad,4605030,Shivani chougawa,3609125,40000,3278,0,0,36722,12-07-2024,12-07-2024
7586,Uttar Pradesh,Najibabad,4606330,Rinki kasour post Rampur bishan,3610312,40000,3278,0,0,36722,12-07-2024,12-07-2024
7587,Uttar Pradesh,Najibabad,4606510,Rinki kasour post Rampur bishan,3610313,40000,3278,0,0,36722,12-07-2024,12-07-2024
7588,Uttar Pradesh,Najibabad,4606618,samashpur kesho,3609402,40000,3278,0,0,36722,12-07-2024,12-07-2024
7589,Uttar Pradesh,Najibabad,4609165,Rinki kasour post Rampur bishan,3610316,40000,3278,0,0,36722,12-07-2024,12-07-2024
7590,Uttar Pradesh,Najibabad,4611520,Shivani chougawa,3611125,40000,3278,0,0,36722,12-07-2024,12-07-2024
7591,Haryana,NARAINGARH,2062178,Sherpur Kadasan,3611155,100000,6594,0,5311,88095,12-07-2024,12-07-2024
7592,Gujarat,Naroda,1802324,NEW NOBALNAGAR TENAMENT NARODA,3610511,60000,4316,0,0,55684,12-07-2024,12-07-2024
7593,Gujarat,Naroda,1976845,VV TOMER SCHOOL BHARGAV ROAD,3610080,100000,6594,3,2435,90968,12-07-2024,12-07-2024
7594,Gujarat,Naroda,4612089,Charan vaas Naroda Patiya NC,3611171,60000,4316,0,0,55684,12-07-2024,12-07-2024
7595,Odisha,Nayagarh,4436124,Bherupada nayagarh,3609895,50000,3797,0,0,46203,12-07-2024,12-07-2024
